0.24   1.1  3.3944E-01  2.3409E-01  2.8882E-01
0.25   1.1  3.3710E-01  2.2899E-01  2.8491E-01
0.26   1.1  3.3469E-01  2.2402E-01  2.8100E-01
0.27   1.1  3.3219E-01  2.1919E-01  2.7712E-01
0.28   1.1  3.2960E-01  2.1451E-01  2.7326E-01
0.29   1.1  3.2694E-01  2.0998E-01  2.6940E-01
0.30   1.1  3.2418E-01  2.0560E-01  2.6557E-01
0.31   1.1  3.2132E-01  2.0137E-01  2.6175E-01
0.32   1.1  3.1837E-01  1.9730E-01  2.5793E-01
0.33   1.1  3.1531E-01  1.9337E-01  2.5411E-01
0.34   1.1  3.1214E-01  1.8956E-01  2.5026E-01
0.35   1.1  3.0884E-01  1.8587E-01  2.4638E-01
0.36   1.1  3.0539E-01  1.8225E-01  2.4244E-01
0.37   1.1  3.0179E-01  1.7870E-01  2.3844E-01
0.38   1.1  2.9800E-01  1.7518E-01  2.3434E-01
0.39   1.1  2.9403E-01  1.7167E-01  2.3013E-01
0.40   1.1  2.8984E-01  1.6815E-01  2.2581E-01
0.41   1.1  2.8543E-01  1.6459E-01  2.2135E-01
0.42   1.1  2.8079E-01  1.6097E-01  2.1674E-01
0.43   1.1  2.7590E-01  1.5727E-01  2.1198E-01
0.44   1.1  2.7077E-01  1.5348E-01  2.0706E-01
0.45   1.1  2.6539E-01  1.4958E-01  2.0197E-01
0.46   1.1  2.5975E-01  1.4556E-01  1.9673E-01
0.47   1.1  2.5387E-01  1.4142E-01  1.9132E-01
0.48   1.1  2.4775E-01  1.3714E-01  1.8577E-01
0.49   1.1  2.4139E-01  1.3275E-01  1.8007E-01
0.50   1.1  2.3482E-01  1.2823E-01  1.7424E-01
0.51   1.1  2.2804E-01  1.2360E-01  1.6830E-01
0.52   1.1  2.2108E-01  1.1887E-01  1.6226E-01
0.53   1.1  2.1394E-01  1.1405E-01  1.5614E-01
0.54   1.1  2.0666E-01  1.0916E-01  1.4996E-01
0.55   1.1  1.9924E-01  1.0421E-01  1.4374E-01
0.56   1.1  1.9172E-01  9.9218E-02  1.3749E-01
0.57   1.1  1.8413E-01  9.4211E-02  1.3124E-01
0.58   1.1  1.7647E-01  8.9204E-02  1.2501E-01
0.59   1.1  1.6877E-01  8.4219E-02  1.1881E-01
0.60   1.1  1.6106E-01  7.9276E-02  1.1267E-01
0.61   1.1  1.5337E-01  7.4396E-02  1.0661E-01
0.62   1.1  1.4570E-01  6.9597E-02  1.0063E-01
0.63   1.1  1.3810E-01  6.4898E-02  9.4757E-02
0.64   1.1  1.3056E-01  6.0315E-02  8.9003E-02
0.65   1.1  1.2312E-01  5.5866E-02  8.3378E-02
0.66   1.1  1.1580E-01  5.1564E-02  7.7892E-02
0.67   1.1  1.0862E-01  4.7424E-02  7.2555E-02
0.68   1.1  1.0158E-01  4.3455E-02  6.7370E-02
0.69   1.1  9.4711E-02  3.9667E-02  6.2340E-02
0.70   1.1  8.8025E-02  3.6068E-02  5.7466E-02
0.71   1.1  8.1536E-02  3.2663E-02  5.2746E-02
0.72   1.1  7.5260E-02  2.9457E-02  4.8175E-02
0.73   1.1  6.9206E-02  2.6452E-02  4.3746E-02
0.74   1.1  6.3383E-02  2.3648E-02  3.9452E-02
0.75   1.1  5.7802E-02  2.1043E-02  3.5292E-02
0.76   1.1  5.2477E-02  1.8635E-02  3.1268E-02
0.77   1.1  4.7413E-02  1.6421E-02  2.7398E-02
0.78   1.1  4.2599E-02  1.4391E-02  2.3718E-02
0.79   1.1  3.8043E-02  1.2539E-02  2.0280E-02
0.80   1.1  3.3780E-02  1.0863E-02  1.7145E-02
0.81   1.1  2.9825E-02  9.3583E-03  1.4362E-02
0.82   1.1  2.6130E-02  8.0046E-03  1.1955E-02
0.83   1.1  2.2647E-02  6.7839E-03  9.9179E-03
0.84   1.1  1.9396E-02  5.6908E-03  8.2215E-03
0.85   1.1  1.6461E-02  4.7342E-03  6.8234E-03
0.86   1.1  1.3881E-02  3.9135E-03  5.6771E-03
0.87   1.1  1.1629E-02  3.2137E-03  4.7390E-03
0.88   1.1  9.6016E-03  2.6037E-03  3.9708E-03
0.89   1.1  7.7404E-03  2.0632E-03  3.3401E-03
0.90   1.1  6.0364E-03  1.5849E-03  2.8206E-03
0.91   1.1  4.5100E-03  1.1689E-03  2.3911E-03
0.92   1.1  3.1941E-03  8.1878E-04  2.0344E-03
0.93   1.1  2.1149E-03  5.3707E-04  1.7369E-03
0.94   1.1  1.2837E-03  3.2340E-04  1.4878E-03
0.95   1.1  6.9304E-04  1.7341E-04  1.2782E-03
0.96   1.1  3.1637E-04  7.8700E-05  1.1012E-03
0.97   1.1  1.1109E-04  2.7496E-05  9.5105E-04
0.98   1.1  2.4251E-05  5.9767E-06  8.2325E-04
0.99   1.1  1.6686E-06  4.0969E-07  7.1405E-04
1.00   1.1  0.0000E+00  0.0000E+00  6.2041E-04
0.10   1.2  3.4612E-01  2.9448E-01  3.2507E-01
0.11   1.2  3.4863E-01  2.9242E-01  3.2509E-01
0.12   1.2  3.5047E-01  2.8972E-01  3.2446E-01
0.13   1.2  3.5174E-01  2.8651E-01  3.2328E-01
0.14   1.2  3.5251E-01  2.8286E-01  3.2162E-01
0.15   1.2  3.5281E-01  2.7883E-01  3.1954E-01
0.16   1.2  3.5266E-01  2.7445E-01  3.1706E-01
0.17   1.2  3.5210E-01  2.6978E-01  3.1423E-01
0.18   1.2  3.5116E-01  2.6486E-01  3.1110E-01
0.19   1.2  3.4989E-01  2.5975E-01  3.0772E-01
0.20   1.2  3.4830E-01  2.5450E-01  3.0411E-01
0.21   1.2  3.4646E-01  2.4916E-01  3.0036E-01
0.22   1.2  3.4439E-01  2.4380E-01  2.9647E-01
0.23   1.2  3.4216E-01  2.3847E-01  2.9252E-01
0.24   1.2  3.3979E-01  2.3322E-01  2.8852E-01
0.25   1.2  3.3731E-01  2.2808E-01  2.8452E-01
0.26   1.2  3.3472E-01  2.2307E-01  2.8051E-01
0.27   1.2  3.3204E-01  2.1819E-01  2.7650E-01
0.28   1.2  3.2925E-01  2.1346E-01  2.7249E-01
0.29   1.2  3.2635E-01  2.0886E-01  2.6849E-01
0.30   1.2  3.2334E-01  2.0439E-01  2.6449E-01
0.31   1.2  3.2020E-01  2.0007E-01  2.6048E-01
0.32   1.2  3.1695E-01  1.9588E-01  2.5645E-01
0.33   1.2  3.1358E-01  1.9181E-01  2.5240E-01
0.34   1.2  3.1006E-01  1.8786E-01  2.4831E-01
0.35   1.2  3.0640E-01  1.8398E-01  2.4417E-01
0.36   1.2  3.0258E-01  1.8018E-01  2.3997E-01
0.37   1.2  2.9859E-01  1.7642E-01  2.3569E-01
0.38   1.2  2.9441E-01  1.7269E-01  2.3131E-01
0.39   1.2  2.9003E-01  1.6896E-01  2.2682E-01
0.40   1.2  2.8544E-01  1.6520E-01  2.2222E-01
0.41   1.2  2.8063E-01  1.6141E-01  2.1748E-01
0.42   1.2  2.7559E-01  1.5756E-01  2.1260E-01
0.43   1.2  2.7033E-01  1.5364E-01  2.0758E-01
0.44   1.2  2.6482E-01  1.4963E-01  2.0241E-01
0.45   1.2  2.5909E-01  1.4552E-01  1.9710E-01
0.46   1.2  2.5313E-01  1.4131E-01  1.9165E-01
0.47   1.2  2.4694E-01  1.3699E-01  1.8606E-01
0.48   1.2  2.4054E-01  1.3257E-01  1.8034E-01
0.49   1.2  2.3394E-01  1.2805E-01  1.7451E-01
0.50   1.2  2.2715E-01  1.2343E-01  1.6857E-01
0.51   1.2  2.2018E-01  1.1871E-01  1.6255E-01
0.52   1.2  2.1307E-01  1.1393E-01  1.5645E-01
0.53   1.2  2.0581E-01  1.0908E-01  1.5030E-01
0.54   1.2  1.9844E-01  1.0418E-01  1.4411E-01
0.55   1.2  1.9097E-01  9.9247E-02  1.3791E-01
0.56   1.2  1.8343E-01  9.4301E-02  1.3171E-01
0.57   1.2  1.7584E-01  8.9361E-02  1.2552E-01
0.58   1.2  1.6822E-01  8.4443E-02  1.1938E-01
0.59   1.2  1.6059E-01  7.9567E-02  1.1330E-01
0.60   1.2  1.5298E-01  7.4751E-02  1.0729E-01
0.61   1.2  1.4540E-01  7.0013E-02  1.0137E-01
0.62   1.2  1.3788E-01  6.5372E-02  9.5565E-02
0.63   1.2  1.3044E-01  6.0843E-02  8.9878E-02
0.64   1.2  1.2310E-01  5.6440E-02  8.4326E-02
0.65   1.2  1.1587E-01  5.2179E-02  7.8920E-02
0.66   1.2  1.0878E-01  4.8073E-02  7.3668E-02
0.67   1.2  1.0184E-01  4.4131E-02  6.8580E-02
0.68   1.2  9.5059E-02  4.0364E-02  6.3661E-02
0.69   1.2  8.8462E-02  3.6778E-02  5.8914E-02
0.70   1.2  8.2057E-02  3.3380E-02  5.4341E-02
0.71   1.2  7.5859E-02  3.0174E-02  4.9944E-02
0.72   1.2  6.9880E-02  2.7163E-02  4.5718E-02
0.73   1.2  6.4128E-02  2.4348E-02  4.1660E-02
0.74   1.2  5.8612E-02  2.1727E-02  3.7762E-02
0.75   1.2  5.3338E-02  1.9298E-02  3.4020E-02
0.76   1.2  4.8321E-02  1.7058E-02  3.0425E-02
0.77   1.2  4.3561E-02  1.5002E-02  2.6978E-02
0.78   1.2  3.9051E-02  1.3122E-02  2.3683E-02
0.79   1.2  3.4795E-02  1.1411E-02  2.0561E-02
0.80   1.2  3.0823E-02  9.8665E-03  1.7644E-02
0.81   1.2  2.7144E-02  8.4809E-03  1.4974E-02
0.82   1.2  2.3717E-02  7.2376E-03  1.2589E-02
0.83   1.2  2.0504E-02  6.1206E-03  1.0512E-02
0.84   1.2  1.7519E-02  5.1237E-03  8.7434E-03
0.85   1.2  1.4829E-02  4.2527E-03  7.2630E-03
0.86   1.2  1.2464E-02  3.5056E-03  6.0385E-03
0.87   1.2  1.0401E-02  2.8688E-03  5.0319E-03
0.88   1.2  8.5520E-03  2.3153E-03  4.2070E-03
0.89   1.2  6.8655E-03  1.8276E-03  3.5306E-03
0.90   1.2  5.3332E-03  1.3987E-03  2.9750E-03
0.91   1.2  3.9705E-03  1.0281E-03  2.5170E-03
0.92   1.2  2.8031E-03  7.1790E-04  2.1381E-03
0.93   1.2  1.8509E-03  4.6960E-04  1.8233E-03
0.94   1.2  1.1207E-03  2.8207E-04  1.5606E-03
0.95   1.2  6.0370E-04  1.5091E-04  1.3404E-03
0.96   1.2  2.7506E-04  6.8355E-05  1.1549E-03
0.97   1.2  9.6414E-05  2.3840E-05  9.9817E-04
0.98   1.2  2.1016E-05  5.1738E-06  8.6506E-04
0.99   1.2  1.4440E-06  3.5416E-07  7.5159E-04
1.00   1.2  0.0000E+00  0.0000E+00  6.5448E-04
0.10   1.3  3.4832E-01  2.9591E-01  3.2683E-01
0.11   1.3  3.5056E-01  2.9349E-01  3.2654E-01
0.12   1.3  3.5216E-01  2.9049E-01  3.2563E-01
0.13   1.3  3.5321E-01  2.8699E-01  3.2421E-01
0.14   1.3  3.5378E-01  2.8310E-01  3.2233E-01
0.15   1.3  3.5390E-01  2.7885E-01  3.2005E-01
0.16   1.3  3.5359E-01  2.7428E-01  3.1740E-01
0.17   1.3  3.5287E-01  2.6944E-01  3.1442E-01
0.18   1.3  3.5180E-01  2.6438E-01  3.1116E-01
0.19   1.3  3.5039E-01  2.5917E-01  3.0766E-01
0.20   1.3  3.4869E-01  2.5383E-01  3.0395E-01
0.21   1.3  3.4673E-01  2.4842E-01  3.0010E-01
0.22   1.3  3.4455E-01  2.4301E-01  2.9613E-01
0.23   1.3  3.4220E-01  2.3763E-01  2.9209E-01
0.24   1.3  3.3969E-01  2.3234E-01  2.8800E-01
0.25   1.3  3.3707E-01  2.2715E-01  2.8390E-01
0.26   1.3  3.3434E-01  2.2210E-01  2.7979E-01
0.27   1.3  3.3148E-01  2.1717E-01  2.7567E-01
0.28   1.3  3.2851E-01  2.1238E-01  2.7155E-01
0.29   1.3  3.2541E-01  2.0771E-01  2.6741E-01
0.30   1.3  3.2219E-01  2.0318E-01  2.6326E-01
0.31   1.3  3.1883E-01  1.9877E-01  2.5910E-01
0.32   1.3  3.1535E-01  1.9448E-01  2.5491E-01
0.33   1.3  3.1172E-01  1.9031E-01  2.5068E-01
0.34   1.3  3.0795E-01  1.8623E-01  2.4641E-01
0.35   1.3  3.0401E-01  1.8223E-01  2.4208E-01
0.36   1.3  2.9991E-01  1.7828E-01  2.3769E-01
0.37   1.3  2.9563E-01  1.7438E-01  2.3320E-01
0.38   1.3  2.9116E-01  1.7049E-01  2.2862E-01
0.39   1.3  2.8650E-01  1.6660E-01  2.2394E-01
0.40   1.3  2.8162E-01  1.6268E-01  2.1913E-01
0.41   1.3  2.7653E-01  1.5873E-01  2.1420E-01
0.42   1.3  2.7122E-01  1.5472E-01  2.0914E-01
0.43   1.3  2.6569E-01  1.5065E-01  2.0395E-01
0.44   1.3  2.5994E-01  1.4650E-01  1.9862E-01
0.45   1.3  2.5397E-01  1.4226E-01  1.9317E-01
0.46   1.3  2.4779E-01  1.3793E-01  1.8758E-01
0.47   1.3  2.4141E-01  1.3351E-01  1.8188E-01
0.48   1.3  2.3483E-01  1.2899E-01  1.7606E-01
0.49   1.3  2.2808E-01  1.2439E-01  1.7015E-01
0.50   1.3  2.2115E-01  1.1971E-01  1.6415E-01
0.51   1.3  2.1408E-01  1.1496E-01  1.5809E-01
0.52   1.3  2.0688E-01  1.1016E-01  1.5197E-01
0.53   1.3  1.9956E-01  1.0530E-01  1.4581E-01
0.54   1.3  1.9215E-01  1.0042E-01  1.3964E-01
0.55   1.3  1.8467E-01  9.5520E-02  1.3347E-01
0.56   1.3  1.7714E-01  9.0623E-02  1.2731E-01
0.57   1.3  1.6958E-01  8.5748E-02  1.2119E-01
0.58   1.3  1.6201E-01  8.0909E-02  1.1513E-01
0.59   1.3  1.5445E-01  7.6126E-02  1.0914E-01
0.60   1.3  1.4693E-01  7.1415E-02  1.0324E-01
0.61   1.3  1.3947E-01  6.6793E-02  9.7444E-02
0.62   1.3  1.3208E-01  6.2277E-02  9.1767E-02
0.63   1.3  1.2478E-01  5.7881E-02  8.6220E-02
0.64   1.3  1.1760E-01  5.3618E-02  8.0819E-02
0.65   1.3  1.1054E-01  4.9501E-02  7.5571E-02
0.66   1.3  1.0363E-01  4.5543E-02  7.0489E-02
0.67   1.3  9.6879E-02  4.1751E-02  6.5578E-02
0.68   1.3  9.0304E-02  3.8135E-02  6.0843E-02
0.69   1.3  8.3916E-02  3.4700E-02  5.6291E-02
0.70   1.3  7.7728E-02  3.1452E-02  5.1922E-02
0.71   1.3  7.1752E-02  2.8392E-02  4.7738E-02
0.72   1.3  6.5997E-02  2.5524E-02  4.3737E-02
0.73   1.3  6.0474E-02  2.2847E-02  3.9917E-02
0.74   1.3  5.5186E-02  2.0360E-02  3.6272E-02
0.75   1.3  5.0142E-02  1.8059E-02  3.2797E-02
0.76   1.3  4.5352E-02  1.5940E-02  2.9484E-02
0.77   1.3  4.0817E-02  1.3999E-02  2.6327E-02
0.78   1.3  3.6529E-02  1.2227E-02  2.3322E-02
0.79   1.3  3.2493E-02  1.0617E-02  2.0469E-02
0.80   1.3  2.8732E-02  9.1660E-03  1.7780E-02
0.81   1.3  2.5253E-02  7.8658E-03  1.5275E-02
0.82   1.3  2.2022E-02  6.7014E-03  1.2984E-02
0.83   1.3  1.9003E-02  5.6578E-03  1.0935E-02
0.84   1.3  1.6206E-02  4.7288E-03  9.1468E-03
0.85   1.3  1.3691E-02  3.9181E-03  7.6203E-03
0.86   1.3  1.1480E-02  3.2229E-03  6.3395E-03
0.87   1.3  9.5522E-03  2.6306E-03  5.2783E-03
0.88   1.3  7.8290E-03  2.1170E-03  4.4048E-03
0.89   1.3  6.2654E-03  1.6662E-03  3.6880E-03
0.90   1.3  4.8527E-03  1.2717E-03  3.0999E-03
0.91   1.3  3.6032E-03  9.3235E-04  2.6164E-03
0.92   1.3  2.5378E-03  6.4953E-04  2.2176E-03
0.93   1.3  1.6721E-03  4.2399E-04  1.8874E-03
0.94   1.3  1.0105E-03  2.5420E-04  1.6128E-03
0.95   1.3  5.4346E-04  1.3577E-04  1.3835E-03
0.96   1.3  2.4724E-04  6.1404E-05  1.1911E-03
0.97   1.3  8.6549E-05  2.1386E-05  1.0290E-03
0.98   1.3  1.8843E-05  4.6358E-06  8.9169E-04
0.99   1.3  1.2933E-06  3.1698E-07  7.7500E-04
1.00   1.3  0.0000E+00  0.0000E+00  6.7538E-04
0.10   1.4  3.5025E-01  2.9714E-01  3.2837E-01
0.11   1.4  3.5225E-01  2.9442E-01  3.2780E-01
0.12   1.4  3.5364E-01  2.9115E-01  3.2665E-01
0.13   1.4  3.5450E-01  2.8741E-01  3.2501E-01
0.14   1.4  3.5489E-01  2.8330E-01  3.2295E-01
0.15   1.4  3.5485E-01  2.7886E-01  3.2049E-01
0.16   1.4  3.5439E-01  2.7413E-01  3.1769E-01
0.17   1.4  3.5354E-01  2.6915E-01  3.1457E-01
0.18   1.4  3.5233E-01  2.6398E-01  3.1119E-01
0.19   1.4  3.5080E-01  2.5866E-01  3.0758E-01
0.20   1.4  3.4899E-01  2.5324E-01  3.0378E-01
0.21   1.4  3.4691E-01  2.4777E-01  2.9984E-01
0.22   1.4  3.4462E-01  2.4231E-01  2.9578E-01
0.23   1.4  3.4215E-01  2.3688E-01  2.9166E-01
0.24   1.4  3.3952E-01  2.3154E-01  2.8749E-01
0.25   1.4  3.3677E-01  2.2631E-01  2.8329E-01
0.26   1.4  3.3388E-01  2.2121E-01  2.7908E-01
0.27   1.4  3.3087E-01  2.1623E-01  2.7485E-01
0.28   1.4  3.2773E-01  2.1137E-01  2.7061E-01
0.29   1.4  3.2445E-01  2.0664E-01  2.6635E-01
0.30   1.4  3.2103E-01  2.0203E-01  2.6207E-01
0.31   1.4  3.1747E-01  1.9754E-01  2.5776E-01
0.32   1.4  3.1377E-01  1.9317E-01  2.5343E-01
0.33   1.4  3.0993E-01  1.8889E-01  2.4905E-01
0.34   1.4  3.0592E-01  1.8471E-01  2.4462E-01
0.35   1.4  3.0175E-01  1.8059E-01  2.4012E-01
0.36   1.4  2.9741E-01  1.7652E-01  2.3555E-01
0.37   1.4  2.9289E-01  1.7249E-01  2.3090E-01
0.38   1.4  2.8818E-01  1.6847E-01  2.2615E-01
0.39   1.4  2.8327E-01  1.6445E-01  2.2130E-01
0.40   1.4  2.7815E-01  1.6040E-01  2.1633E-01
0.41   1.4  2.7283E-01  1.5632E-01  2.1125E-01
0.42   1.4  2.6729E-01  1.5219E-01  2.0604E-01
0.43   1.4  2.6155E-01  1.4799E-01  2.0071E-01
0.44   1.4  2.5560E-01  1.4373E-01  1.9525E-01
0.45   1.4  2.4944E-01  1.3939E-01  1.8968E-01
0.46   1.4  2.4309E-01  1.3496E-01  1.8399E-01
0.47   1.4  2.3656E-01  1.3046E-01  1.7820E-01
0.48   1.4  2.2985E-01  1.2588E-01  1.7232E-01
0.49   1.4  2.2298E-01  1.2123E-01  1.6635E-01
0.50   1.4  2.1596E-01  1.1652E-01  1.6031E-01
0.51   1.4  2.0880E-01  1.1174E-01  1.5422E-01
0.52   1.4  2.0154E-01  1.0693E-01  1.4809E-01
0.53   1.4  1.9419E-01  1.0208E-01  1.4194E-01
0.54   1.4  1.8677E-01  9.7223E-02  1.3579E-01
0.55   1.4  1.7929E-01  9.2361E-02  1.2965E-01
0.56   1.4  1.7178E-01  8.7515E-02  1.2355E-01
0.57   1.4  1.6426E-01  8.2702E-02  1.1749E-01
0.58   1.4  1.5675E-01  7.7938E-02  1.1150E-01
0.59   1.4  1.4927E-01  7.3239E-02  1.0560E-01
0.60   1.4  1.4183E-01  6.8623E-02  9.9790E-02
0.61   1.4  1.3447E-01  6.4104E-02  9.4097E-02
0.62   1.4  1.2720E-01  5.9697E-02  8.8531E-02
0.63   1.4  1.2003E-01  5.5417E-02  8.3105E-02
0.64   1.4  1.1299E-01  5.1275E-02  7.7831E-02
0.65   1.4  1.0608E-01  4.7283E-02  7.2717E-02
0.66   1.4  9.9333E-02  4.3451E-02  6.7772E-02
0.67   1.4  9.2752E-02  3.9787E-02  6.3005E-02
0.68   1.4  8.6352E-02  3.6299E-02  5.8419E-02
0.69   1.4  8.0145E-02  3.2991E-02  5.4020E-02
0.70   1.4  7.4144E-02  2.9868E-02  4.9810E-02
0.71   1.4  6.8357E-02  2.6932E-02  4.5789E-02
0.72   1.4  6.2795E-02  2.4183E-02  4.1957E-02
0.73   1.4  5.7465E-02  2.1622E-02  3.8313E-02
0.74   1.4  5.2372E-02  1.9245E-02  3.4853E-02
0.75   1.4  4.7522E-02  1.7050E-02  3.1570E-02
0.76   1.4  4.2923E-02  1.5032E-02  2.8459E-02
0.77   1.4  3.8576E-02  1.3186E-02  2.5512E-02
0.78   1.4  3.4475E-02  1.1502E-02  2.2723E-02
0.79   1.4  3.0621E-02  9.9757E-03  2.0085E-02
0.80   1.4  2.7036E-02  8.6009E-03  1.7598E-02
0.81   1.4  2.3724E-02  7.3707E-03  1.5268E-02
0.82   1.4  2.0653E-02  6.2706E-03  1.3109E-02
